view,run,removed,degree,strength,largest_component_nodes,components,global_efficiency_loss
validated_no_concept,98,woolen goods,1,1.0,130,84,-0.00021175634650622693
validated_no_concept,99,clothes,1,1.0,130,84,-0.0002353068151605478
validated_no_concept,100,salt from the lakes in trucks,1,1.0,130,84,-0.00024413824090594588
validated_probable_no_concept,1,salt quarries,1,1.0,152,97,-0.00017129546604364998
validated_probable_no_concept,2,salt circuit,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,3,goats,1,1.0,151,97,0.0002392011099764807
validated_probable_no_concept,4,"cloth, chinese porcelain cups, and knives",1,1.0,151,97,0.0003515788956709731
validated_probable_no_concept,5,coarse wool,1,1.0,151,97,0.00010740802774704405
validated_probable_no_concept,6,chang-pa goats,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,7,sheep,1,1.0,151,97,0.00023296669601144404
validated_probable_no_concept,8,tea,4,4.0,149,99,0.0010254002945546264
validated_probable_no_concept,9,their salt onward to leh,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,10,thousanns of mules,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,11,meat,2,2.0,149,98,0.0008939783083943692
validated_probable_no_concept,12,chang-thang sheep's wool,1,1.0,151,97,0.00017449185137714124
validated_probable_no_concept,13,gujars and their milk,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,14,the salt from this place,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,15,charas,1,1.0,152,97,-0.00014427967219491494
validated_probable_no_concept,16,foodgrains,3,3.0,152,99,-0.0001442796721949427
validated_probable_no_concept,17,the salt from tso kar,1,1.0,152,97,-0.00016921732805529055
validated_probable_no_concept,18,thousands and thousands of sheep,1,1.0,151,97,0.00022984948902888408
validated_probable_no_concept,19,tibetan salt trade,1,1.0,152,97,-0.0001775298800087352
validated_probable_no_concept,20,charas,1,1.0,152,97,-0.00014427967219491494
validated_probable_no_concept,21,movement of goods,1,1.0,152,97,-0.00018792056995055317
validated_probable_no_concept,22,salt and livestock products,2,2.0,152,98,-0.00013804525822985053
