node,weighted_degree,weighted_in_degree,weighted_out_degree,pagerank,betweenness,closeness,eigenvector
barley,6.0,4.0,2.0,0.0007306611128617197,2.5423201646557996e-05,0.01078640590582082,0.000429646338221985
barley and potatoes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
barley and various other products,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
barley for salt,1.0,1.0,0,0.00021807789220406812,0.0,0.0003002101471029721,0.0003929369851772676
barley grain (nas) in zanskar,1.0,1.0,0,0.00022743643402492925,0.0,0.0003002101471029721,2.297905621513434e-06
barren mountain slopes,1.0,1.0,0,0.0005033174586106091,0.0,0.0020264184929450614,0.0003206811148687532
barter partners,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
based on herbs and other natural substances,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
basgo,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
basgo palace,3.0,1.0,2.0,0.000529192240415289,3.6061278931287936e-07,0.0004002801961372961,8.326628382230448e-41
basic health needs,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
basic services,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
battle on the approaches to the chang-la,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bazaars,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,3.729910857450967e-37
beautiful images,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
because they are often buried in the ground,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
beera,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.80716068102121e-35
"before being ground into tsampa, an instant pre-cooked food: trespon",1.0,1.0,0,0.0005167194999380848,0.0,0.008705806432671614,3.13880711707659e-05
began,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
bernier,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
best grazing lands,1.0,1.0,0,0.0003134639711003763,0.0,0.0004002801961372961,3.043984383975795e-05
best-quality pashm,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
better heads,1.0,1.0,0,0.0003673960384291045,0.0,0.0004002801961372961,4.818261828826402e-42
better view,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
between the ladakhi royal house and the rulers of khapalu,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
between the monasteries,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
between yarkand and the punjab from the beginning of the century,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bhaga,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
bhagan,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
bharal,3.0,0,3.0,0.00020559983644291994,0.0,0.0,1.7012629938463784e-06
"bharal, the so-called blue sheep",1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
bhutan,4.0,4.0,0,0.0006936155972980755,0.0,0.014567158088506267,0.0053717715717006105
bibliography under the head 'recent published works: academic studies',1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
big mammals of ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.738887047182311e-34
bigger,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
biomass-based economy,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
bird,2.0,1.0,1.0,0.0006545801617718745,2.7045959198465955e-07,0.0004503152206544581,6.581868060261733e-42
bird-watchers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
bitterly in other parts of india,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
black glasses,1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,2.3238761049694026e-06
black turbans,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
black-necked crane,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.738887047182311e-34
blacksmiths,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"blend of dance, music and song",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
blending of indo-iranian and mongoloid,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
blooms,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
blossoms,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
blue jewel hill,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
bodh kharbu,2.0,0,2.0,0.00020559983644291994,0.0,0.0,1.9564066627503437e-35
bodhisattva,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
bodhisattva images,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.2388971119941726e-43
"bodhisattva of compassion, avalokiteswara",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bodhisattvas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bodies,1.0,1.0,0,0.00021479419331955544,0.0,0.0003002101471029721,0.004194634400455215
bogle,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"bolan, guleri and khyber passes",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bon religion,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
bon-chos,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bonds with ancestors,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bono-na festival,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
book,2.0,2.0,0,0.00046763900742703154,0.0,0.0006004202942059442,2.9993204505361954e-35
boots of felt or leather,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
border closures,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
both their religion — they are shia muslims to a man — and a clear consciousness of their own identity,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
boundary between two countries,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,0.00027933216671347617
boundary_between_ladakh_and_india,1.0,1.0,0,0.0002421867775779404,0.0,0.0004503152206544581,2.193789486351934e-05
brackish,1.0,1.0,0,0.00033017113260003087,0.0,0.0004002801961372961,4.506338807828932e-41
brewed barley-water,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.13880711707659e-05
bridge at patseo,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
brigands,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
bright boys from far-flung villages to study in leh,1.0,1.0,0,0.0003469242449095268,0.0,0.0004002801961372961,4.818261828826402e-42
british,4.0,0,4.0,0.00020559983644291994,0.0,0.0,1.5735120692147335e-39
british imperial adventure,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.2074485719607727e-34
british joint commissioner,3.0,2.0,1.0,0.0004385235439843525,3.27256106301438e-05,0.0006004202942059442,0.004956305334824614
brocade mantle,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,1.273739847682343e-08
brocade mantles and heavy strings of jewellery,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,6.981412360928673e-33
brokpa,2.0,0,2.0,0.00020559983644291994,0.0,0.0,1.6656410942761094e-38
bronzes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
brother manuel marques,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
brown bear,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
bruguma,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
"buckwheat, turnips, or other vegetables",1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
buddha,2.0,0,2.0,0.00020559983644291994,0.0,0.0,6.858679602020341e-43
buddha figures,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.636864910199074e-06
buddha's conception,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
buddhas of meditation,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
buddhism,13.0,4.0,9.0,0.0006510451211868516,0.00012612432306217955,0.015709612645807083,0.05690365994005672
buddhism in tibet,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
buddhist,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
buddhist area,1.0,1.0,0,0.0002791339913483614,0.0,0.011330139056261077,0.0045693760133108975
buddhist attitudes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
buddhist dards,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
buddhist girls marry outside their religion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
buddhist iconography,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.0590115477306439e-30
buddhist influence,1.0,1.0,0,0.0003100577183023333,0.0,0.0010507355148604023,0.008443948767352322
buddhist ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
buddhist laity,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
buddhist laity as preachers and teachers,1.0,1.0,0,0.00022777666662739503,0.0,0.0004503152206544581,2.5300036368486513e-29
buddhist leaders,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
buddhist or hindu takali,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
buddhist scriptures,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
buddhist subjects,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,5.61060419290191e-07
buddhists,3.0,0,3.0,0.00020559983644291994,0.0,0.0,8.345474291697066e-42
buddhists and muslims,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
buddhists of ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
build an extension or repair walls,1.0,1.0,0,0.0004547424287571417,0.0,0.0004002801961372961,4.2388971119941726e-43
builders in ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
building materials,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
buildings,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
bulbul shah,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.449002404763638e-41
bullion,1.0,0,1.0,0.00020559983644291994,0.0,0.0,6.556300288394722e-40
burn_animal_dung,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,4.893081202719235e-38
bus,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
bush,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
businesses,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
butter,2.0,2.0,0,0.0003394828762295199,0.0,0.0006754728309816872,2.5769221844456776e-05
butter-tea,2.0,2.0,0,0.00030114662017553535,0.0,0.0008005603922745922,0.00043154883264897133
by a lama from sankar gompa,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
by being with their elders in the fields and pastures,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
by buddhism,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
by closing the trade route from kashmir,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
by the chosen receptacle,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
by the endless motion of the wheel,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
by time-honoured and universal methods,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
by water diverted from wakha river since 1990,1.0,1.0,0,0.0003673960384291045,0.0,0.0004002801961372961,4.818261828826402e-42
bypassing ladakh altogether,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
callers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
cambridge undergraduate ladakh expedition,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
camila perez,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.80716068102121e-35
capacity to reach state of enlightenment,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
capital,2.0,1.0,1.0,0.0002934591664701245,1.2350988033966117e-05,0.01489333282196216,0.05151402154420503
"capriles, josé m.",1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
caravan,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
caravan members,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
caravans,3.0,0,3.0,0.00020559983644291994,0.0,0.0,8.345474291697066e-42
"caravans of horses, donkeys or sheep",1.0,1.0,0,0.00022306911450852736,0.0,0.0003002101471029721,2.3238761049694026e-06
caravans of refugees,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
caravans of sheep,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
caravans of the himalayas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
caravans of yaks or goats,1.0,1.0,0,0.0005511458989637314,0.0,0.011696341870429512,0.0007734056288991788
carpet-covered divan,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
"carpets, raw silk, and charas",1.0,1.0,0,0.0010251531327381772,0.0,0.0006754728309816872,6.556300288394723e-40
carry foodgrains and other necessities of life to western tibet,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
cash crops of vegetables and fruit,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
cashgorcu,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
cashmere shawl,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
categorically,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
caterpillar fungus,3.0,2.0,1.0,0.00041523117323020927,1.8030639465643968e-07,0.0006004202942059442,5.824452791107275e-37
catholic rituals,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
caves in ladakh,1.0,1.0,0,0.0008269914870478783,0.0,0.0006861946219496504,7.867560346073668e-40
celebrated with a big party,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,0.00037869525278969745
central and western tibet,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
central asia,5.0,4.0,1.0,0.0014529396916295532,0.00015253920987934796,0.01166939449558649,0.06145485768312966
central asia and parts of the himalaya,1.0,1.0,0,0.0003819626119204723,0.0,0.01234116012755823,0.004049143008476477
central ladakh,4.0,2.0,2.0,0.0004094080805416734,3.6061278931287936e-07,0.0006004202942059442,2.3805087250068945e-33
central one of series of seven buddhas,1.0,1.0,0,0.0004434909545769071,0.0,0.0008005603922745922,2.150549453118513e-06
central plain,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,3.955595037947109e-34
central tibet,2.0,2.0,0,0.00038080555679816173,0.0,0.015071710126789985,0.0515155038400246
centre of things,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
centuries,1.0,1.0,0,0.00042274201965125907,0.0,0.0004503152206544581,2.0757892814178643e-06
cereal husbandry in ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
ceremonial actions,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
ceremonial occasion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
cha-pa,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
cha-pa caravan,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
cha-pa mission,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
champas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang,2.0,2.0,0,0.00030114662017553535,0.0,0.0008005603922745922,0.00043154883264897133
chang (alcoholic drink),1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
chang-la,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0004162886022260172
chang-luk,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang-luk sheep,3.0,1.0,2.0,0.00021903774264723334,6.851642996944708e-06,0.0003002101471029721,0.00034706314815119676
chang-luk_sheep,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang-pa,13.0,0,13.0,0.00020559983644291994,0.0,0.0,0.0008708838706338832
chang-pa family,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang-pa goats,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang-pa herdspeople,2.0,0,2.0,0.00020559983644291994,0.0,0.0,3.1556441165211215e-05
chang-pa lifestyle,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang-pa of rupshu,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang-thang,5.0,2.0,3.0,0.0004866712097448144,3.732342369388301e-05,0.013831940422812097,0.004996880236109617
chang-thang goat,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
chang-thang herdspeople,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.004365924702014504
chang-thang nomads make an effort to keep themselves acceptably clean,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
chang-thang sheep's wool,1.0,1.0,0,0.00021807789220406812,0.0,0.0003002101471029721,0.0003929369851772676
chang-thang_nomads,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
changchen-mo valley,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,0.00376384452862787
changchenmo and galwan rivers,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
changchenmo range,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
