node,weighted_degree,weighted_in_degree,weighted_out_degree,pagerank,betweenness,closeness,eigenvector
mirza haidar daughlat,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"misplaced squeamishness and unnecessary timidity in neglecting the opportunity his presence afforded to do this, thus leaving the whole vast area of 'central asia, from china to the caspian sea', to which he conceived yarkand to be the gateway, wide open for economic penetration by russia.",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
mission,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
missionaries,4.0,0,4.0,0.00020559983644291994,0.0,0.0,1.5735120692147335e-39
missionary work,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,0.00034194996587713123
mixed racial composition,1.0,1.0,0,0.00045414986027710307,0.0,0.011072696013096838,0.00376384452862787
mixing butter-tea,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
mo-mo,1.0,1.0,0,0.0004541387350148938,0.0,0.0018870352103615387,0.00033644718425997227
modern 'sportsmen',1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.3075229205818925e-38
modern systems of communication in india,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
modern techniques,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
modern world,2.0,2.0,0,0.0005549853977550687,0.0,0.0006004202942059442,8.194419496924599e-45
moister and milder,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
moisture-laden clouds,1.0,1.0,0,0.0002633616825489635,0.0,0.0007719689496933567,1.6830598661207127e-06
mon musicians,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
monasteries,3.0,1.0,2.0,0.00024053839257413481,1.8030639465643968e-07,0.0003002101471029721,5.824452791107277e-37
monasteries at korzok and thugje,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.0113276542475332e-05
monasteries under his patronage,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
monastery,2.0,2.0,0,0.00028745536469271124,0.0,0.0008005603922745922,0.0007004688294480983
monastery founded by rin-chen-zang-po,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,3.228119855553117e-31
monastic estates,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
monkey,2.0,1.0,1.0,0.00038029261709899437,2.7045959198465955e-07,0.0003002101471029721,6.581868060261733e-42
monks,3.0,0,3.0,0.00020559983644291994,0.0,0.0,8.345474291697066e-42
monks from the monastery of lingshed,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,0.003913822945255084
monomarital principle,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
moorcroft,10.0,0,10.0,0.00020559983644291994,0.0,0.0,0.05382375827307524
moorcroft's time and ours,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
moorcroft_and_cunningham,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.003804938515810758
moravian church,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
moravian missionaries,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
more,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
more continuously,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
more enterprising men,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
more ladakhi than islamic,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
morey plain,1.0,1.0,0,0.00021903774264723334,0.0,0.0003002101471029721,6.362396377966684e-05
mosque,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
mosque at leh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
most generous hospitality,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
most gompas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
most ladakhi houses,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
most striking feature of traditional family life,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
most visitors,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
mountain horses,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,0.00034194996587713123
mountain slopes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
mountain stream,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
mountain trails,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
mountains,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.0075682864450194115
mountains of central asia,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
mountainside,2.0,2.0,0,0.0005549853977550687,0.0,0.0006004202942059442,8.194419496924599e-45
"mrs kunzes razu, mrs tuma-le, and mrs sonam narboo",1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
much to meditate on,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
mughal army,2.0,1.0,1.0,0.00038029261709899437,1.4785124361828054e-05,0.0003002101471029721,0.008489243327399684
mughal empire,2.0,1.0,1.0,0.00021681613586432857,1.4003796651650146e-05,0.0004002801961372961,0.05193208134357922
mughal india,1.0,1.0,0,0.0003100577183023333,0.0,0.0010507355148604023,0.008443948767352322
mughal style,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
mughal suzerainty,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,0.0004239010916938891
mughal throne,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
mughals,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
mulbekh,5.0,0,5.0,0.00020559983644291994,0.0,0.0,4.065294101868175e-35
mulbekh game,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,2.2169589134367607e-40
mulbekh gompa,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
mule caravans and porters,1.0,0,1.0,0.00020559983644291994,0.0,0.0,6.301443127371564e-34
multiple models of change and development,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
mune,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
murals,4.0,3.0,1.0,0.0007430220490999736,3.245515103815914e-06,0.0012008405884118881,2.1861258086393105e-06
murtse garden,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
music,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
music and dancing,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
musical forms,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
musicians,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
muslim communities,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
muslim countries,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
muslim dards,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
muslim families of dras and suru valley,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
muslim families of kashmiri origin,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.004365924702014504
muslim girls,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
muslim law and practice,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
muslim princess from baltistan who became a ladakhi queen,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
muslims,2.0,0,2.0,0.00020559983644291994,0.0,0.0,6.372925458683853e-41
muslims and buddhists,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
mustang,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"mustang, the remote trans-himalayan province of nepal",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
my own research,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
mystical and esoteric religion relying largely on practices and initiations derived from secret texts of tantra,1.0,1.0,0,0.00031197842908873994,0.0,0.013665264957903841,0.004890236389502859
"myth of the departure of life and warmth from the earth in winter, and their return in spring",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
myths passed down by oral tradition,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
nagar,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.004049143008476477
namgyal dynasty,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.449002404763638e-41
namgyal family,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
namgyal kings and princes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
namgyal kings and their courtiers,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
namgyal peak,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
namgyal rulers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
namgyal tsemo temple,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
nam­gyal tsemo,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
naropa,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
narrations of the saga,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
narrow frieze below lords,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
natural aesthetic sense,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
natural irrigation,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"natural selection, operating partly through high infant and child mortality",1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
natural springs,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
nayan,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"nearby, guarded by one of the team members",1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
neatness and cleanness about phiyang,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
neighbouring countries,2.0,2.0,0,0.0003813184964973291,0.0,0.018186049223159816,0.102478337003746
neighbouring villages,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
neighbours,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
neither produced in ladakh nor for the most part consumed there,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
nepal and tibet,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
nepal himalaya,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
nepal to construct the gigantic buddha image at shey,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
nepal with their wives,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
nepalese prime minister,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
nestorian christian merchants,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
nestorian christians,2.0,1.0,1.0,0.00038029261709899437,1.4154051980530515e-05,0.0003002101471029721,0.004513936250358558
new du-khang,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
new edition,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
new houses and hotels,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
new skills,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
newly constructed prayer-wheel at a major intersection on the outskirts of leh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
newly irrigated land,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
ngari rinpoche,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
ngari rinpoche gompa,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
nineteenth-century travellers,2.0,1.0,1.0,0.0002138002298474982,2.7045959198465955e-07,0.0005403782647853497,0.0004315364153510084
nirvana,2.0,1.0,1.0,0.00029294622677095714,9.015319732821984e-08,0.0003002101471029721,6.858679602020341e-43
nirvana for itself while a single other soul remains bound,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
nitrogenous fertilizers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"no fewer than six major passes, including the three glaciated ones, the khardung-la, the saser-la and the sanju-la",1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
nomadic herdsman from chang-thang,2.0,1.0,1.0,0.0002138002298474982,2.7045959198465955e-07,0.0005403782647853497,0.0004315364153510084
nomadic herdspeople,1.0,1.0,0,0.00034356236899363177,0.0,0.010501557487344338,0.0003649209202137959
nomadic herdspeople of western tibet higher prices,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
nomadic pastoralists,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
nomadism,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
nomads,3.0,0,3.0,0.00020559983644291994,0.0,0.0,8.345474291697066e-42
non-buddhist communities,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
non-celibate monk,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
non-ladakhi players,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
non-official agencies,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
non-tibetan stock,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
none (implicit),1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
none of these tibetan schools,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
none specified,2.0,2.0,0,0.0005549853977550687,0.0,0.0006004202942059442,8.194419496924599e-45
norbu rizvi,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
north-west,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"north-west india, particularly kashmir",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"northerly direction, down past glacial lakelets",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
northern flank of the ladakh range,1.0,1.0,0,0.0003673960384291045,0.0,0.0004002801961372961,4.818261828826402e-42
northern plain,1.0,1.0,0,0.00034356236899363177,0.0,0.010501557487344338,0.0003649209202137959
northern plateau land,1.0,1.0,0,0.00031197842908873994,0.0,0.013665264957903841,0.004890236389502859
northwestern nepal,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
not even half-way home,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
not more than three or four hundred metres from the palace hill,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
not oblivious of the crowds,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
nothing,2.0,2.0,0,0.000516621583942552,0.0,0.001430413053843573,8.285061252013107e-30
novices,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.0037841432225097053
nubra,6.0,0,6.0,0.00020559983644291994,0.0,0.0,6.26993925344227e-05
nubra pika,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.05151402154420503
"nubra, zanskar and the suru valley",1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
number of monasteries in kinnaur and spiti,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
number of plots,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
nun-kun,1.0,1.0,0,0.0002801431591903966,0.0,0.0007004903432402681,1.2497348636636463e-07
nyima namgyal,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.818261828826402e-42
nyima-gon,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
oases of ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
oasis,1.0,0,1.0,0.00020559983644291994,0.0,0.0,9.601158886489277e-34
oasis village,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"oasis, hidden among the desert's dunes",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
objects associated with daily life,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
obligation to contribute to maintenance of channels,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
occasionally,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,4.893081202719235e-38
occupation of ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
ocean_floor,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
ocean_of_tethys,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
of duties usually expected of the bahu,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
of removal of salt from tso kar,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
of the buddhists of ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
of the characteristically ladakhi qualities,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
of the international game,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,0.00027782567117803745
of which a few members are to be found in virtually every village of ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
office worker,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
official missions,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
official policy,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
old and noisy diesel-generating station,1.0,1.0,0,0.0002926985072998085,0.0,0.00240713954313474,0.0045827321373169885
old fort,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
old images,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
old kingdom,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.05151402154420503
old man of long life,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
old practices of nomadism,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
old principality of purig,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,0.00376384452862787
old thangkas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
old tibet,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
oldest gompas,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
on a common platform,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on an ornamental carpet of crimson velvet,1.0,1.0,0,0.00021479419331955544,0.0,0.0003002101471029721,0.004194634400455215
on developing economy,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
on formal occasions,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on his right,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on important public occasions and ceremonial private occasions,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on religion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on some of the popular trekking trails,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on the baltistan border,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on the grasslands of rupshu,1.0,1.0,0,0.0002803751659189775,0.0,0.0004002801961372961,6.679259047910415e-11
on the ground a good way in front of the player's feet,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on the other side of the wakha river,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
on the slope of a small mountain,1.0,1.0,0,0.0002926985072998085,0.0,0.00240713954313474,0.0045827321373169885
"on, and others leave half-ladakhi children behind them",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"one centred on leh and shey, the other down the river with its capitals at basgo and tingmosgang",1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
one component,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
one crop,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,2.578421367283395e-05
one group of merchants,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
one more barren plateau,1.0,1.0,0,0.00028462471193936594,0.0,0.00048033623536475534,2.5748514075258207e-08
one of his sons,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
one of ladakh's monasteries,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
one of ladakh's most beautiful and isolated valleys,1.0,1.0,0,0.0002791339913483614,0.0,0.011330139056261077,0.0045693760133108975
one of the best accounts of ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
one of the medium-sized rivers of europe,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
one of the most heartening things,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
one of the smaller temples,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
one of the two dri-gung-pa monasteries in ladakh,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
one school of thought,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
one spoken at dras,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
one wall,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
onh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
only in those parts of the district that have a muslim population,1.0,1.0,0,0.0003819626119204723,0.0,0.01234116012755823,0.004049143008476477
only the strongest of their donkeys,1.0,1.0,0,0.00021807789220406812,0.0,0.0003002101471029721,0.0003929369851772676
"open, rolling landscape with fierce winds",1.0,1.0,0,0.00029869106520774796,0.0,0.0013263830135640405,0.00040997500228803617
openness,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,7.51182392896425e-36
opens up,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
opium,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
opposite side of the river,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
oracles,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
oral literature,2.0,2.0,0,0.0003813184964973291,0.0,0.018186049223159816,0.102478337003746
oral literature of ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
oral tradition,2.0,2.0,0,0.0005549853977550687,0.0,0.0006004202942059442,8.194419496924599e-45
"ordinary goats, sheep, and cows",1.0,1.0,0,0.0002830562305825663,0.0,0.0008172387337803128,2.2054649101477577e-05
organization,1.0,1.0,0,0.000529192240415289,0.0,0.0004002801961372961,5.794329594162642e-45
organizations,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
original text of this book,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
other migratory birds,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
other_cultures,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
others,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
out of the plain,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
outer gate,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
outer hills,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.818261828826402e-42
outside sources of supply,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
outside visitors,1.0,1.0,0,0.0003134639711003763,0.0,0.0004002801961372961,0.0038046620483246753
outside world,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
outsiders,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
outsiders_except_traders_and_pilgrims,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
over a hundred years ago,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
over the 5600-metre mana pass into guge,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
over the divided ashes of gautama buddha,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
over the himalaya,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
over the passes at the beginning of the season,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
overseas visitor,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
owners of large and small herds,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
ownership of tso kar,1.0,1.0,0,0.00025635092716960636,0.0,0.0009352700736669515,9.082703877217583e-05
pack-horses,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.50633880782893e-41
package,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
padmasambhava,4.0,3.0,1.0,0.0007296781784111433,2.7045959198465955e-07,0.0009006304413089162,1.5735120692147335e-39
"padmasambhava, atisa, tson-ka-pa",1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
padum,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
padum than karsha or stongde,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"padum, the principal village",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
